frame_start,frame_stop,gesture,video,score,user
654,1301,G15,Knot_Tying_G001,9,G
1302,1418,G12,Knot_Tying_G001,9,G
1419,1519,G13,Knot_Tying_G001,9,G
1520,1566,G14,Knot_Tying_G001,9,G
1567,2217,G15,Knot_Tying_G001,9,G
2218,2309,G11,Knot_Tying_G001,9,G
0,258,G12,Knot_Tying_G002,11,G
259,326,G13,Knot_Tying_G002,11,G
327,661,G14,Knot_Tying_G002,11,G
662,1040,G12,Knot_Tying_G002,11,G
1041,1108,G13,Knot_Tying_G002,11,G
1109,1218,G14,Knot_Tying_G002,11,G
1219,2102,G15,Knot_Tying_G002,11,G
2103,2196,G11,Knot_Tying_G002,11,G
174,467,G12,Knot_Tying_G003,10,G
468,537,G13,Knot_Tying_G003,10,G
538,611,G14,Knot_Tying_G003,10,G
612,1137,G15,Knot_Tying_G003,10,G
1138,1688,G12,Knot_Tying_G003,10,G
1689,1750,G13,Knot_Tying_G003,10,G
1751,1914,G14,Knot_Tying_G003,10,G
1915,2274,G15,Knot_Tying_G003,10,G
2275,2360,G11,Knot_Tying_G003,10,G
79,358,G12,Knot_Tying_G004,6,G
359,438,G13,Knot_Tying_G004,6,G
439,1282,G14,Knot_Tying_G004,6,G
1283,1528,G12,Knot_Tying_G004,6,G
1529,1604,G13,Knot_Tying_G004,6,G
1605,1682,G14,Knot_Tying_G004,6,G
1683,2304,G15,Knot_Tying_G004,6,G
2305,2425,G12,Knot_Tying_G004,6,G
2426,2510,G13,Knot_Tying_G004,6,G
2511,2618,G14,Knot_Tying_G004,6,G
2619,3257,G15,Knot_Tying_G004,6,G
3258,3341,G12,Knot_Tying_G004,6,G
3342,3421,G13,Knot_Tying_G004,6,G
3422,3470,G14,Knot_Tying_G004,6,G
3471,3753,G15,Knot_Tying_G004,6,G
3754,3852,G11,Knot_Tying_G004,6,G
22,256,G12,Knot_Tying_G005,11,G
257,324,G13,Knot_Tying_G005,11,G
325,371,G14,Knot_Tying_G005,11,G
372,566,G15,Knot_Tying_G005,11,G
567,1017,G12,Knot_Tying_G005,11,G
1018,1080,G13,Knot_Tying_G005,11,G
1081,1174,G14,Knot_Tying_G005,11,G
1175,1558,G15,Knot_Tying_G005,11,G
1559,1635,G11,Knot_Tying_G005,11,G
192,338,G13,Knot_Tying_H003,12,H
339,669,G14,Knot_Tying_H003,12,H
670,860,G15,Knot_Tying_H003,12,H
861,1056,G14,Knot_Tying_H003,12,H
1057,1147,G13,Knot_Tying_H003,12,H
1148,1304,G14,Knot_Tying_H003,12,H
1305,1468,G15,Knot_Tying_H003,12,H
1469,1569,G11,Knot_Tying_H003,12,H
0,39,G1,Knot_Tying_H004,22,H
40,260,G12,Knot_Tying_H004,22,H
261,371,G13,Knot_Tying_H004,22,H
372,457,G14,Knot_Tying_H004,22,H
458,614,G15,Knot_Tying_H004,22,H
615,889,G14,Knot_Tying_H004,22,H
890,970,G13,Knot_Tying_H004,22,H
971,1059,G14,Knot_Tying_H004,22,H
1060,1218,G15,Knot_Tying_H004,22,H
1219,1299,G11,Knot_Tying_H004,22,H
0,18,G12,Knot_Tying_H005,18,H
19,99,G13,Knot_Tying_H005,18,H
100,273,G14,Knot_Tying_H005,18,H
274,453,G15,Knot_Tying_H005,18,H
454,607,G14,Knot_Tying_H005,18,H
608,983,G12,Knot_Tying_H005,18,H
984,1080,G13,Knot_Tying_H005,18,H
1081,1173,G14,Knot_Tying_H005,18,H
1174,1375,G15,Knot_Tying_H005,18,H
1376,1459,G11,Knot_Tying_H005,18,H
19,93,G1,Knot_Tying_I001,9,I
94,247,G12,Knot_Tying_I001,9,I
248,440,G13,Knot_Tying_I001,9,I
441,1269,G14,Knot_Tying_I001,9,I
1270,1448,G15,Knot_Tying_I001,9,I
1449,1523,G14,Knot_Tying_I001,9,I
1524,1698,G12,Knot_Tying_I001,9,I
1699,1851,G13,Knot_Tying_I001,9,I
1852,1946,G14,Knot_Tying_I001,9,I
1947,2084,G15,Knot_Tying_I001,9,I
2085,2244,G11,Knot_Tying_I001,9,I
5,113,G1,Knot_Tying_I002,8,I
114,422,G12,Knot_Tying_I002,8,I
423,712,G13,Knot_Tying_I002,8,I
713,805,G14,Knot_Tying_I002,8,I
806,1363,G15,Knot_Tying_I002,8,I
1364,1625,G14,Knot_Tying_I002,8,I
1626,1852,G13,Knot_Tying_I002,8,I
1853,1984,G14,Knot_Tying_I002,8,I
1985,2224,G15,Knot_Tying_I002,8,I
2225,2349,G11,Knot_Tying_I002,8,I
0,102,G1,Knot_Tying_I003,8,I
103,259,G12,Knot_Tying_I003,8,I
260,417,G13,Knot_Tying_I003,8,I
418,491,G14,Knot_Tying_I003,8,I
492,737,G15,Knot_Tying_I003,8,I
738,862,G14,Knot_Tying_I003,8,I
863,1203,G12,Knot_Tying_I003,8,I
1204,1398,G13,Knot_Tying_I003,8,I
1399,1656,G14,Knot_Tying_I003,8,I
1657,1850,G15,Knot_Tying_I003,8,I
1851,1974,G11,Knot_Tying_I003,8,I
0,90,G1,Knot_Tying_I005,6,I
91,253,G12,Knot_Tying_I005,6,I
254,415,G13,Knot_Tying_I005,6,I
416,484,G14,Knot_Tying_I005,6,I
485,1049,G15,Knot_Tying_I005,6,I
1050,1188,G14,Knot_Tying_I005,6,I
1189,1866,G12,Knot_Tying_I005,6,I
1867,2121,G13,Knot_Tying_I005,6,I
2122,2253,G14,Knot_Tying_I005,6,I
2254,2497,G15,Knot_Tying_I005,6,I
2498,2611,G11,Knot_Tying_I005,6,I
25,66,G1,Suturing_C001,26,C
67,190,G5,Suturing_C001,26,C
191,304,G8,Suturing_C001,26,C
305,412,G2,Suturing_C001,26,C
413,780,G3,Suturing_C001,26,C
781,853,G6,Suturing_C001,26,C
854,1038,G4,Suturing_C001,26,C
1039,1190,G8,Suturing_C001,26,C
1191,1353,G2,Suturing_C001,26,C
1354,1580,G3,Suturing_C001,26,C
1581,1792,G6,Suturing_C001,26,C
1793,1914,G4,Suturing_C001,26,C
1915,2015,G2,Suturing_C001,26,C
2016,2252,G3,Suturing_C001,26,C
2253,2409,G6,Suturing_C001,26,C
2410,2528,G4,Suturing_C001,26,C
2529,2622,G2,Suturing_C001,26,C
2623,2781,G3,Suturing_C001,26,C
2782,2986,G6,Suturing_C001,26,C
2987,3179,G11,Suturing_C001,26,C
0,100,G5,Suturing_C002,20,C
101,327,G8,Suturing_C002,20,C
328,460,G2,Suturing_C002,20,C
461,784,G3,Suturing_C002,20,C
785,900,G6,Suturing_C002,20,C
901,1028,G4,Suturing_C002,20,C
1029,1206,G8,Suturing_C002,20,C
1207,1320,G2,Suturing_C002,20,C
1321,1504,G3,Suturing_C002,20,C
1505,1684,G6,Suturing_C002,20,C
1685,1858,G2,Suturing_C002,20,C
1859,2085,G3,Suturing_C002,20,C
2086,2162,G6,Suturing_C002,20,C
2163,2333,G4,Suturing_C002,20,C
2334,2411,G2,Suturing_C002,20,C
2412,2832,G3,Suturing_C002,20,C
2833,3004,G6,Suturing_C002,20,C
3005,3266,G11,Suturing_C002,20,C
12,48,G1,Suturing_C003,26,C
49,149,G5,Suturing_C003,26,C
150,364,G8,Suturing_C003,26,C
365,473,G2,Suturing_C003,26,C
474,712,G3,Suturing_C003,26,C
713,828,G6,Suturing_C003,26,C
829,955,G4,Suturing_C003,26,C
956,1159,G2,Suturing_C003,26,C
1160,1323,G3,Suturing_C003,26,C
1324,1487,G6,Suturing_C003,26,C
1488,1606,G4,Suturing_C003,26,C
1607,1706,G2,Suturing_C003,26,C
1707,1927,G3,Suturing_C003,26,C
1928,2056,G6,Suturing_C003,26,C
2057,2211,G4,Suturing_C003,26,C
2212,2258,G2,Suturing_C003,26,C
2259,2503,G3,Suturing_C003,26,C
2504,2817,G6,Suturing_C003,26,C
2818,3059,G11,Suturing_C003,26,C
1,29,G1,Suturing_C004,30,C
30,140,G5,Suturing_C004,30,C
141,256,G8,Suturing_C004,30,C
257,312,G2,Suturing_C004,30,C
313,457,G3,Suturing_C004,30,C
458,582,G6,Suturing_C004,30,C
583,709,G4,Suturing_C004,30,C
710,842,G2,Suturing_C004,30,C
843,1072,G3,Suturing_C004,30,C
1073,1198,G6,Suturing_C004,30,C
1199,1321,G4,Suturing_C004,30,C
1322,1410,G2,Suturing_C004,30,C
1411,1601,G3,Suturing_C004,30,C
1602,1701,G6,Suturing_C004,30,C
1702,1774,G4,Suturing_C004,30,C
1775,1875,G2,Suturing_C004,30,C
1876,2049,G3,Suturing_C004,30,C
2050,2249,G6,Suturing_C004,30,C
2250,2449,G11,Suturing_C004,30,C
23,55,G1,Suturing_C005,17,C
56,138,G5,Suturing_C005,17,C
139,213,G8,Suturing_C005,17,C
214,298,G2,Suturing_C005,17,C
299,390,G3,Suturing_C005,17,C
391,491,G6,Suturing_C005,17,C
492,569,G4,Suturing_C005,17,C
570,675,G2,Suturing_C005,17,C
676,857,G3,Suturing_C005,17,C
858,1055,G6,Suturing_C005,17,C
1056,1159,G4,Suturing_C005,17,C
1160,1281,G8,Suturing_C005,17,C
1282,1359,G2,Suturing_C005,17,C
1360,1490,G3,Suturing_C005,17,C
1491,1587,G6,Suturing_C005,17,C
1588,1680,G4,Suturing_C005,17,C
1681,1749,G2,Suturing_C005,17,C
1750,2187,G3,Suturing_C005,17,C
2188,2270,G6,Suturing_C005,17,C
2271,2549,G11,Suturing_C005,17,C
9,118,G1,Suturing_E001,17,E
119,244,G5,Suturing_E001,17,E
245,340,G2,Suturing_E001,17,E
341,751,G3,Suturing_E001,17,E
752,901,G6,Suturing_E001,17,E
902,1075,G4,Suturing_E001,17,E
1076,1145,G2,Suturing_E001,17,E
1146,1461,G3,Suturing_E001,17,E
1462,1636,G6,Suturing_E001,17,E
1637,1762,G4,Suturing_E001,17,E
1763,1842,G2,Suturing_E001,17,E
1843,2035,G3,Suturing_E001,17,E
2036,2346,G6,Suturing_E001,17,E
2347,2572,G4,Suturing_E001,17,E
2573,2641,G2,Suturing_E001,17,E
2642,2919,G3,Suturing_E001,17,E
2920,3075,G6,Suturing_E001,17,E
3076,3592,G11,Suturing_E001,17,E
22,76,G1,Suturing_E002,20,E
77,157,G5,Suturing_E002,20,E
158,235,G2,Suturing_E002,20,E
236,630,G3,Suturing_E002,20,E
631,806,G6,Suturing_E002,20,E
807,983,G4,Suturing_E002,20,E
984,1050,G2,Suturing_E002,20,E
1051,1256,G3,Suturing_E002,20,E
1257,1406,G6,Suturing_E002,20,E
1407,1512,G4,Suturing_E002,20,E
1513,1568,G2,Suturing_E002,20,E
1569,1769,G3,Suturing_E002,20,E
1770,1910,G6,Suturing_E002,20,E
1911,2033,G4,Suturing_E002,20,E
2034,2092,G2,Suturing_E002,20,E
2093,2361,G3,Suturing_E002,20,E
2362,2470,G6,Suturing_E002,20,E
2471,2947,G11,Suturing_E002,20,E
59,141,G1,Suturing_E003,19,E
142,194,G5,Suturing_E003,19,E
195,252,G2,Suturing_E003,19,E
253,448,G3,Suturing_E003,19,E
449,578,G6,Suturing_E003,19,E
579,688,G4,Suturing_E003,19,E
689,743,G2,Suturing_E003,19,E
744,967,G3,Suturing_E003,19,E
968,1093,G6,Suturing_E003,19,E
1094,1266,G8,Suturing_E003,19,E
1267,1331,G2,Suturing_E003,19,E
1332,1506,G3,Suturing_E003,19,E
1507,1661,G6,Suturing_E003,19,E
1662,1776,G4,Suturing_E003,19,E
1777,1849,G2,Suturing_E003,19,E
1850,2054,G3,Suturing_E003,19,E
2055,2129,G6,Suturing_E003,19,E
2130,2574,G11,Suturing_E003,19,E
56,129,G1,Suturing_E004,19,E
130,169,G5,Suturing_E004,19,E
170,236,G2,Suturing_E004,19,E
237,536,G3,Suturing_E004,19,E
537,694,G6,Suturing_E004,19,E
695,803,G4,Suturing_E004,19,E
804,866,G2,Suturing_E004,19,E
867,1120,G3,Suturing_E004,19,E
1121,1260,G6,Suturing_E004,19,E
1261,1434,G4,Suturing_E004,19,E
1435,1483,G2,Suturing_E004,19,E
1484,1667,G3,Suturing_E004,19,E
1668,1808,G6,Suturing_E004,19,E
1809,1901,G9,Suturing_E004,19,E
1902,1975,G6,Suturing_E004,19,E
1976,2140,G4,Suturing_E004,19,E
2141,2187,G2,Suturing_E004,19,E
2188,2414,G3,Suturing_E004,19,E
2415,2526,G6,Suturing_E004,19,E
2527,2925,G11,Suturing_E004,19,E
0,48,G1,Suturing_E005,19,E
49,90,G5,Suturing_E005,19,E
91,140,G2,Suturing_E005,19,E
141,362,G3,Suturing_E005,19,E
363,506,G6,Suturing_E005,19,E
507,643,G4,Suturing_E005,19,E
644,738,G2,Suturing_E005,19,E
739,896,G3,Suturing_E005,19,E
897,1053,G6,Suturing_E005,19,E
1054,1169,G4,Suturing_E005,19,E
1170,1215,G2,Suturing_E005,19,E
1216,1416,G3,Suturing_E005,19,E
1417,1551,G6,Suturing_E005,19,E
1552,1639,G4,Suturing_E005,19,E
1640,1696,G2,Suturing_E005,19,E
1697,1876,G3,Suturing_E005,19,E
1877,2005,G6,Suturing_E005,19,E
2006,2482,G11,Suturing_E005,19,E
34,84,G1,Suturing_F001,24,F
85,163,G5,Suturing_F001,24,F
164,214,G8,Suturing_F001,24,F
215,293,G2,Suturing_F001,24,F
294,531,G3,Suturing_F001,24,F
532,752,G6,Suturing_F001,24,F
753,853,G4,Suturing_F001,24,F
854,933,G2,Suturing_F001,24,F
934,1144,G3,Suturing_F001,24,F
1145,1253,G6,Suturing_F001,24,F
1254,1368,G4,Suturing_F001,24,F
1369,1474,G2,Suturing_F001,24,F
1475,1700,G3,Suturing_F001,24,F
1701,1800,G6,Suturing_F001,24,F
1801,1994,G4,Suturing_F001,24,F
1995,2198,G2,Suturing_F001,24,F
2199,2497,G3,Suturing_F001,24,F
2498,2837,G11,Suturing_F001,24,F
0,87,G8,Suturing_F002,26,F
88,146,G2,Suturing_F002,26,F
147,426,G3,Suturing_F002,26,F
427,607,G6,Suturing_F002,26,F
608,685,G4,Suturing_F002,26,F
686,766,G2,Suturing_F002,26,F
767,1039,G3,Suturing_F002,26,F
1040,1127,G6,Suturing_F002,26,F
1128,1249,G4,Suturing_F002,26,F
1250,1335,G2,Suturing_F002,26,F
1336,1521,G3,Suturing_F002,26,F
1522,1597,G6,Suturing_F002,26,F
1598,1680,G4,Suturing_F002,26,F
1681,1775,G2,Suturing_F002,26,F
1776,2046,G3,Suturing_F002,26,F
2047,2102,G6,Suturing_F002,26,F
2103,2374,G11,Suturing_F002,26,F
0,87,G5,Suturing_F003,29,F
88,168,G8,Suturing_F003,29,F
169,220,G2,Suturing_F003,29,F
221,401,G3,Suturing_F003,29,F
402,488,G6,Suturing_F003,29,F
489,588,G4,Suturing_F003,29,F
589,644,G2,Suturing_F003,29,F
645,876,G3,Suturing_F003,29,F
877,951,G6,Suturing_F003,29,F
952,1113,G4,Suturing_F003,29,F
1114,1204,G2,Suturing_F003,29,F
1205,1396,G3,Suturing_F003,29,F
1397,1483,G6,Suturing_F003,29,F
1484,1564,G4,Suturing_F003,29,F
1565,1678,G2,Suturing_F003,29,F
1679,1839,G3,Suturing_F003,29,F
1840,1911,G6,Suturing_F003,29,F
1912,2234,G11,Suturing_F003,29,F
0,52,G5,Suturing_F004,24,F
53,133,G8,Suturing_F004,24,F
134,216,G2,Suturing_F004,24,F
217,415,G3,Suturing_F004,24,F
416,491,G6,Suturing_F004,24,F
492,588,G4,Suturing_F004,24,F
589,667,G2,Suturing_F004,24,F
668,855,G3,Suturing_F004,24,F
856,927,G6,Suturing_F004,24,F
928,1175,G4,Suturing_F004,24,F
1176,1257,G2,Suturing_F004,24,F
1258,1587,G3,Suturing_F004,24,F
1588,1672,G6,Suturing_F004,24,F
1673,1761,G4,Suturing_F004,24,F
1762,1872,G2,Suturing_F004,24,F
1873,2060,G3,Suturing_F004,24,F
2061,2144,G6,Suturing_F004,24,F
2145,2372,G11,Suturing_F004,24,F
10,66,G1,Suturing_F005,29,F
67,132,G5,Suturing_F005,29,F
133,202,G8,Suturing_F005,29,F
203,248,G2,Suturing_F005,29,F
249,435,G3,Suturing_F005,29,F
436,518,G6,Suturing_F005,29,F
519,600,G4,Suturing_F005,29,F
601,658,G2,Suturing_F005,29,F
659,812,G3,Suturing_F005,29,F
813,864,G6,Suturing_F005,29,F
865,961,G4,Suturing_F005,29,F
962,1049,G2,Suturing_F005,29,F
1050,1220,G3,Suturing_F005,29,F
1221,1288,G6,Suturing_F005,29,F
1289,1375,G4,Suturing_F005,29,F
1376,1469,G2,Suturing_F005,29,F
1470,1674,G3,Suturing_F005,29,F
1675,1733,G6,Suturing_F005,29,F
1734,2038,G11,Suturing_F005,29,F
0,148,G5,Suturing_G001,13,G
149,365,G8,Suturing_G001,13,G
366,497,G2,Suturing_G001,13,G
498,771,G3,Suturing_G001,13,G
772,937,G6,Suturing_G001,13,G
938,1130,G4,Suturing_G001,13,G
1131,1224,G5,Suturing_G001,13,G
1225,1352,G6,Suturing_G001,13,G
1353,1476,G2,Suturing_G001,13,G
1477,2417,G3,Suturing_G001,13,G
2418,2619,G8,Suturing_G001,13,G
2620,2669,G2,Suturing_G001,13,G
2670,2853,G3,Suturing_G001,13,G
2854,2989,G8,Suturing_G001,13,G
2990,3110,G3,Suturing_G001,13,G
3111,3508,G8,Suturing_G001,13,G
3509,3563,G2,Suturing_G001,13,G
3564,3645,G3,Suturing_G001,13,G
3646,4095,G8,Suturing_G001,13,G
4096,4275,G3,Suturing_G001,13,G
4276,4424,G6,Suturing_G001,13,G
4425,4555,G4,Suturing_G001,13,G
4556,4715,G9,Suturing_G001,13,G
4716,4834,G2,Suturing_G001,13,G
4835,5002,G3,Suturing_G001,13,G
5003,5631,G8,Suturing_G001,13,G
5632,5845,G3,Suturing_G001,13,G
5846,6252,G6,Suturing_G001,13,G
6253,6405,G4,Suturing_G001,13,G
6406,6519,G2,Suturing_G001,13,G
6520,7626,G3,Suturing_G001,13,G
7627,7654,G6,Suturing_G001,13,G
7655,8180,G8,Suturing_G001,13,G
8181,8279,G2,Suturing_G001,13,G
8280,8674,G3,Suturing_G001,13,G
8675,8832,G6,Suturing_G001,13,G
8833,9011,G11,Suturing_G001,13,G
0,93,G5,Suturing_G002,18,G
94,187,G8,Suturing_G002,18,G
188,238,G2,Suturing_G002,18,G
239,478,G3,Suturing_G002,18,G
479,696,G6,Suturing_G002,18,G
697,815,G4,Suturing_G002,18,G
816,904,G2,Suturing_G002,18,G
905,1286,G3,Suturing_G002,18,G
1287,1463,G6,Suturing_G002,18,G
1464,1581,G4,Suturing_G002,18,G
1582,1626,G2,Suturing_G002,18,G
1627,1888,G3,Suturing_G002,18,G
1889,2028,G6,Suturing_G002,18,G
2029,2184,G4,Suturing_G002,18,G
2185,2231,G2,Suturing_G002,18,G
2232,2461,G3,Suturing_G002,18,G
2462,2669,G8,Suturing_G002,18,G
2670,3009,G3,Suturing_G002,18,G
3010,3158,G6,Suturing_G002,18,G
3159,3378,G11,Suturing_G002,18,G
0,405,G8,Suturing_G003,13,G
406,482,G2,Suturing_G003,13,G
483,688,G3,Suturing_G003,13,G
689,936,G6,Suturing_G003,13,G
937,1071,G4,Suturing_G003,13,G
1072,1108,G2,Suturing_G003,13,G
1109,1228,G3,Suturing_G003,13,G
1229,1507,G6,Suturing_G003,13,G
1508,1639,G4,Suturing_G003,13,G
1640,1724,G2,Suturing_G003,13,G
1725,1991,G3,Suturing_G003,13,G
1992,2173,G8,Suturing_G003,13,G
2174,2228,G2,Suturing_G003,13,G
2229,2704,G3,Suturing_G003,13,G
2705,2829,G6,Suturing_G003,13,G
2830,3052,G4,Suturing_G003,13,G
3053,3789,G10,Suturing_G003,13,G
3790,3836,G2,Suturing_G003,13,G
3837,4420,G8,Suturing_G003,13,G
4421,4533,G2,Suturing_G003,13,G
4534,4819,G3,Suturing_G003,13,G
4820,4973,G6,Suturing_G003,13,G
4974,5159,G11,Suturing_G003,13,G
0,20,G5,Suturing_G004,21,G
21,415,G8,Suturing_G004,21,G
416,476,G2,Suturing_G004,21,G
477,664,G3,Suturing_G004,21,G
665,828,G6,Suturing_G004,21,G
829,966,G4,Suturing_G004,21,G
967,1020,G2,Suturing_G004,21,G
1021,1175,G3,Suturing_G004,21,G
1176,1322,G6,Suturing_G004,21,G
1323,1406,G4,Suturing_G004,21,G
1407,1487,G2,Suturing_G004,21,G
1488,1751,G3,Suturing_G004,21,G
1752,1854,G6,Suturing_G004,21,G
1855,2006,G4,Suturing_G004,21,G
2007,2090,G2,Suturing_G004,21,G
2091,2282,G3,Suturing_G004,21,G
2283,2451,G6,Suturing_G004,21,G
2452,2619,G11,Suturing_G004,21,G
