frame_start,frame_stop,gesture,video,score,user
597,650,G14,Knot_Tying_F002,20,F
651,918,G15,Knot_Tying_F002,20,F
919,983,G11,Knot_Tying_F002,20,F
88,350,G12,Knot_Tying_F003,10,F
351,439,G13,Knot_Tying_F003,10,F
440,1188,G14,Knot_Tying_F003,10,F
1189,1341,G15,Knot_Tying_F003,10,F
1342,1703,G12,Knot_Tying_F003,10,F
1704,1798,G13,Knot_Tying_F003,10,F
1799,2234,G14,Knot_Tying_F003,10,F
2235,2503,G15,Knot_Tying_F003,10,F
2504,2599,G11,Knot_Tying_F003,10,F
0,41,G12,Knot_Tying_F004,10,F
42,112,G13,Knot_Tying_F004,10,F
113,399,G14,Knot_Tying_F004,10,F
400,601,G15,Knot_Tying_F004,10,F
602,681,G14,Knot_Tying_F004,10,F
682,890,G12,Knot_Tying_F004,10,F
891,1131,G13,Knot_Tying_F004,10,F
1132,1290,G14,Knot_Tying_F004,10,F
1291,1729,G15,Knot_Tying_F004,10,F
1730,1791,G11,Knot_Tying_F004,10,F
12,184,G1,Knot_Tying_F005,15,F
185,253,G12,Knot_Tying_F005,15,F
254,313,G13,Knot_Tying_F005,15,F
314,391,G14,Knot_Tying_F005,15,F
392,615,G15,Knot_Tying_F005,15,F
616,785,G14,Knot_Tying_F005,15,F
786,868,G12,Knot_Tying_F005,15,F
869,919,G13,Knot_Tying_F005,15,F
920,977,G14,Knot_Tying_F005,15,F
978,1246,G15,Knot_Tying_F005,15,F
1247,1299,G11,Knot_Tying_F005,15,F
181,244,G15,Knot_Tying_G001,9,G
245,522,G12,Knot_Tying_G001,9,G
523,607,G13,Knot_Tying_G001,9,G
608,653,G14,Knot_Tying_G001,9,G
654,1301,G15,Knot_Tying_G001,9,G
1302,1418,G12,Knot_Tying_G001,9,G
1419,1519,G13,Knot_Tying_G001,9,G
1520,1566,G14,Knot_Tying_G001,9,G
1567,2217,G15,Knot_Tying_G001,9,G
2218,2309,G11,Knot_Tying_G001,9,G
0,258,G12,Knot_Tying_G002,11,G
259,326,G13,Knot_Tying_G002,11,G
327,661,G14,Knot_Tying_G002,11,G
662,1040,G12,Knot_Tying_G002,11,G
1041,1108,G13,Knot_Tying_G002,11,G
1109,1218,G14,Knot_Tying_G002,11,G
1219,2102,G15,Knot_Tying_G002,11,G
2103,2196,G11,Knot_Tying_G002,11,G
174,467,G12,Knot_Tying_G003,10,G
468,537,G13,Knot_Tying_G003,10,G
538,611,G14,Knot_Tying_G003,10,G
612,1137,G15,Knot_Tying_G003,10,G
1138,1688,G12,Knot_Tying_G003,10,G
1689,1750,G13,Knot_Tying_G003,10,G
1751,1914,G14,Knot_Tying_G003,10,G
1915,2274,G15,Knot_Tying_G003,10,G
2275,2360,G11,Knot_Tying_G003,10,G
79,358,G12,Knot_Tying_G004,6,G
359,438,G13,Knot_Tying_G004,6,G
439,1282,G14,Knot_Tying_G004,6,G
1283,1528,G12,Knot_Tying_G004,6,G
1529,1604,G13,Knot_Tying_G004,6,G
1605,1682,G14,Knot_Tying_G004,6,G
1683,2304,G15,Knot_Tying_G004,6,G
2305,2425,G12,Knot_Tying_G004,6,G
2426,2510,G13,Knot_Tying_G004,6,G
2511,2618,G14,Knot_Tying_G004,6,G
2619,3257,G15,Knot_Tying_G004,6,G
3258,3341,G12,Knot_Tying_G004,6,G
3342,3421,G13,Knot_Tying_G004,6,G
3422,3470,G14,Knot_Tying_G004,6,G
3471,3753,G15,Knot_Tying_G004,6,G
3754,3852,G11,Knot_Tying_G004,6,G
22,256,G12,Knot_Tying_G005,11,G
257,324,G13,Knot_Tying_G005,11,G
325,371,G14,Knot_Tying_G005,11,G
372,566,G15,Knot_Tying_G005,11,G
567,1017,G12,Knot_Tying_G005,11,G
1018,1080,G13,Knot_Tying_G005,11,G
1081,1174,G14,Knot_Tying_G005,11,G
1175,1558,G15,Knot_Tying_G005,11,G
1559,1635,G11,Knot_Tying_G005,11,G
19,93,G1,Knot_Tying_I001,9,I
94,247,G12,Knot_Tying_I001,9,I
248,440,G13,Knot_Tying_I001,9,I
441,1269,G14,Knot_Tying_I001,9,I
1270,1448,G15,Knot_Tying_I001,9,I
1449,1523,G14,Knot_Tying_I001,9,I
1524,1698,G12,Knot_Tying_I001,9,I
1699,1851,G13,Knot_Tying_I001,9,I
1852,1946,G14,Knot_Tying_I001,9,I
1947,2084,G15,Knot_Tying_I001,9,I
2085,2244,G11,Knot_Tying_I001,9,I
5,113,G1,Knot_Tying_I002,8,I
114,422,G12,Knot_Tying_I002,8,I
423,712,G13,Knot_Tying_I002,8,I
713,805,G14,Knot_Tying_I002,8,I
806,1363,G15,Knot_Tying_I002,8,I
1364,1625,G14,Knot_Tying_I002,8,I
1626,1852,G13,Knot_Tying_I002,8,I
1853,1984,G14,Knot_Tying_I002,8,I
1985,2224,G15,Knot_Tying_I002,8,I
2225,2349,G11,Knot_Tying_I002,8,I
0,102,G1,Knot_Tying_I003,8,I
103,259,G12,Knot_Tying_I003,8,I
260,417,G13,Knot_Tying_I003,8,I
418,491,G14,Knot_Tying_I003,8,I
492,737,G15,Knot_Tying_I003,8,I
738,862,G14,Knot_Tying_I003,8,I
863,1203,G12,Knot_Tying_I003,8,I
1204,1398,G13,Knot_Tying_I003,8,I
1399,1656,G14,Knot_Tying_I003,8,I
1657,1850,G15,Knot_Tying_I003,8,I
1851,1974,G11,Knot_Tying_I003,8,I
0,90,G1,Knot_Tying_I005,6,I
91,253,G12,Knot_Tying_I005,6,I
254,415,G13,Knot_Tying_I005,6,I
416,484,G14,Knot_Tying_I005,6,I
485,1049,G15,Knot_Tying_I005,6,I
1050,1188,G14,Knot_Tying_I005,6,I
1189,1866,G12,Knot_Tying_I005,6,I
1867,2121,G13,Knot_Tying_I005,6,I
2122,2253,G14,Knot_Tying_I005,6,I
2254,2497,G15,Knot_Tying_I005,6,I
2498,2611,G11,Knot_Tying_I005,6,I
79,218,G1,Suturing_B001,13,B
219,369,G5,Suturing_B001,13,B
370,589,G8,Suturing_B001,13,B
590,659,G2,Suturing_B001,13,B
660,953,G3,Suturing_B001,13,B
954,1096,G8,Suturing_B001,13,B
1097,1123,G2,Suturing_B001,13,B
1124,1400,G3,Suturing_B001,13,B
1401,1438,G2,Suturing_B001,13,B
1439,1697,G8,Suturing_B001,13,B
1698,1782,G2,Suturing_B001,13,B
1783,2284,G3,Suturing_B001,13,B
2285,2494,G6,Suturing_B001,13,B
2495,2678,G4,Suturing_B001,13,B
2679,2749,G2,Suturing_B001,13,B
2750,2975,G3,Suturing_B001,13,B
2976,3154,G6,Suturing_B001,13,B
3155,3307,G4,Suturing_B001,13,B
3308,3658,G2,Suturing_B001,13,B
3659,4010,G3,Suturing_B001,13,B
4011,4320,G8,Suturing_B001,13,B
4321,4373,G2,Suturing_B001,13,B
4374,4703,G3,Suturing_B001,13,B
4704,4845,G6,Suturing_B001,13,B
4846,4982,G4,Suturing_B001,13,B
4983,5058,G2,Suturing_B001,13,B
5059,5353,G3,Suturing_B001,13,B
5354,5446,G6,Suturing_B001,13,B
5447,5634,G11,Suturing_B001,13,B
4,77,G1,Suturing_B002,17,B
78,202,G5,Suturing_B002,17,B
203,549,G8,Suturing_B002,17,B
550,612,G2,Suturing_B002,17,B
613,861,G3,Suturing_B002,17,B
862,1114,G6,Suturing_B002,17,B
1115,1271,G4,Suturing_B002,17,B
1272,1401,G2,Suturing_B002,17,B
1402,1728,G3,Suturing_B002,17,B
1729,1889,G6,Suturing_B002,17,B
1890,2010,G4,Suturing_B002,17,B
2011,2093,G2,Suturing_B002,17,B
2094,2480,G3,Suturing_B002,17,B
2481,2771,G6,Suturing_B002,17,B
2772,2876,G4,Suturing_B002,17,B
2877,2935,G2,Suturing_B002,17,B
2936,3126,G3,Suturing_B002,17,B
3127,3288,G6,Suturing_B002,17,B
3289,3423,G11,Suturing_B002,17,B
7,102,G1,Suturing_B003,14,B
103,179,G5,Suturing_B003,14,B
180,220,G2,Suturing_B003,14,B
221,521,G3,Suturing_B003,14,B
522,700,G6,Suturing_B003,14,B
701,918,G4,Suturing_B003,14,B
919,981,G2,Suturing_B003,14,B
982,1204,G3,Suturing_B003,14,B
1205,1393,G6,Suturing_B003,14,B
1394,1525,G4,Suturing_B003,14,B
1526,1594,G2,Suturing_B003,14,B
1595,1928,G3,Suturing_B003,14,B
1929,2194,G6,Suturing_B003,14,B
2195,2369,G4,Suturing_B003,14,B
2370,2435,G2,Suturing_B003,14,B
2436,2682,G3,Suturing_B003,14,B
2683,3115,G6,Suturing_B003,14,B
3116,3273,G11,Suturing_B003,14,B
0,45,G1,Suturing_B004,10,B
46,102,G5,Suturing_B004,10,B
103,127,G2,Suturing_B004,10,B
128,695,G3,Suturing_B004,10,B
696,875,G6,Suturing_B004,10,B
876,1014,G4,Suturing_B004,10,B
1015,1416,G2,Suturing_B004,10,B
1417,1602,G6,Suturing_B004,10,B
1603,1721,G4,Suturing_B004,10,B
1722,1798,G2,Suturing_B004,10,B
1799,2185,G3,Suturing_B004,10,B
2186,2325,G6,Suturing_B004,10,B
2326,2428,G4,Suturing_B004,10,B
2429,2563,G8,Suturing_B004,10,B
2564,2859,G2,Suturing_B004,10,B
2860,3068,G6,Suturing_B004,10,B
3069,3256,G11,Suturing_B004,10,B
0,10,G1,Suturing_B005,12,B
11,100,G5,Suturing_B005,12,B
101,445,G8,Suturing_B005,12,B
446,515,G2,Suturing_B005,12,B
516,966,G3,Suturing_B005,12,B
967,1114,G6,Suturing_B005,12,B
1115,1185,G4,Suturing_B005,12,B
1186,1260,G2,Suturing_B005,12,B
1261,1488,G3,Suturing_B005,12,B
1489,1666,G6,Suturing_B005,12,B
1667,1778,G4,Suturing_B005,12,B
1779,1844,G2,Suturing_B005,12,B
1845,2088,G3,Suturing_B005,12,B
2089,2233,G6,Suturing_B005,12,B
2234,2328,G4,Suturing_B005,12,B
2329,2371,G2,Suturing_B005,12,B
2372,2587,G3,Suturing_B005,12,B
2588,2692,G6,Suturing_B005,12,B
2693,2847,G11,Suturing_B005,12,B
25,66,G1,Suturing_C001,26,C
67,190,G5,Suturing_C001,26,C
191,304,G8,Suturing_C001,26,C
305,412,G2,Suturing_C001,26,C
413,780,G3,Suturing_C001,26,C
781,853,G6,Suturing_C001,26,C
854,1038,G4,Suturing_C001,26,C
1039,1190,G8,Suturing_C001,26,C
1191,1353,G2,Suturing_C001,26,C
1354,1580,G3,Suturing_C001,26,C
1581,1792,G6,Suturing_C001,26,C
1793,1914,G4,Suturing_C001,26,C
1915,2015,G2,Suturing_C001,26,C
2016,2252,G3,Suturing_C001,26,C
2253,2409,G6,Suturing_C001,26,C
2410,2528,G4,Suturing_C001,26,C
2529,2622,G2,Suturing_C001,26,C
2623,2781,G3,Suturing_C001,26,C
2782,2986,G6,Suturing_C001,26,C
2987,3179,G11,Suturing_C001,26,C
0,100,G5,Suturing_C002,20,C
101,327,G8,Suturing_C002,20,C
328,460,G2,Suturing_C002,20,C
461,784,G3,Suturing_C002,20,C
785,900,G6,Suturing_C002,20,C
901,1028,G4,Suturing_C002,20,C
1029,1206,G8,Suturing_C002,20,C
1207,1320,G2,Suturing_C002,20,C
1321,1504,G3,Suturing_C002,20,C
1505,1684,G6,Suturing_C002,20,C
1685,1858,G2,Suturing_C002,20,C
1859,2085,G3,Suturing_C002,20,C
2086,2162,G6,Suturing_C002,20,C
2163,2333,G4,Suturing_C002,20,C
2334,2411,G2,Suturing_C002,20,C
2412,2832,G3,Suturing_C002,20,C
2833,3004,G6,Suturing_C002,20,C
3005,3266,G11,Suturing_C002,20,C
12,48,G1,Suturing_C003,26,C
49,149,G5,Suturing_C003,26,C
150,364,G8,Suturing_C003,26,C
365,473,G2,Suturing_C003,26,C
474,712,G3,Suturing_C003,26,C
713,828,G6,Suturing_C003,26,C
829,955,G4,Suturing_C003,26,C
956,1159,G2,Suturing_C003,26,C
1160,1323,G3,Suturing_C003,26,C
1324,1487,G6,Suturing_C003,26,C
1488,1606,G4,Suturing_C003,26,C
1607,1706,G2,Suturing_C003,26,C
1707,1927,G3,Suturing_C003,26,C
1928,2056,G6,Suturing_C003,26,C
2057,2211,G4,Suturing_C003,26,C
2212,2258,G2,Suturing_C003,26,C
2259,2503,G3,Suturing_C003,26,C
2504,2817,G6,Suturing_C003,26,C
2818,3059,G11,Suturing_C003,26,C
1,29,G1,Suturing_C004,30,C
30,140,G5,Suturing_C004,30,C
141,256,G8,Suturing_C004,30,C
257,312,G2,Suturing_C004,30,C
313,457,G3,Suturing_C004,30,C
458,582,G6,Suturing_C004,30,C
583,709,G4,Suturing_C004,30,C
710,842,G2,Suturing_C004,30,C
843,1072,G3,Suturing_C004,30,C
1073,1198,G6,Suturing_C004,30,C
1199,1321,G4,Suturing_C004,30,C
1322,1410,G2,Suturing_C004,30,C
1411,1601,G3,Suturing_C004,30,C
1602,1701,G6,Suturing_C004,30,C
1702,1774,G4,Suturing_C004,30,C
1775,1875,G2,Suturing_C004,30,C
1876,2049,G3,Suturing_C004,30,C
2050,2249,G6,Suturing_C004,30,C
2250,2449,G11,Suturing_C004,30,C
23,55,G1,Suturing_C005,17,C
56,138,G5,Suturing_C005,17,C
139,213,G8,Suturing_C005,17,C
214,298,G2,Suturing_C005,17,C
299,390,G3,Suturing_C005,17,C
391,491,G6,Suturing_C005,17,C
492,569,G4,Suturing_C005,17,C
570,675,G2,Suturing_C005,17,C
676,857,G3,Suturing_C005,17,C
858,1055,G6,Suturing_C005,17,C
1056,1159,G4,Suturing_C005,17,C
1160,1281,G8,Suturing_C005,17,C
1282,1359,G2,Suturing_C005,17,C
1360,1490,G3,Suturing_C005,17,C
1491,1587,G6,Suturing_C005,17,C
1588,1680,G4,Suturing_C005,17,C
1681,1749,G2,Suturing_C005,17,C
1750,2187,G3,Suturing_C005,17,C
2188,2270,G6,Suturing_C005,17,C
2271,2549,G11,Suturing_C005,17,C
117,144,G1,Suturing_D001,14,D
145,195,G5,Suturing_D001,14,D
196,349,G8,Suturing_D001,14,D
350,424,G2,Suturing_D001,14,D
425,540,G3,Suturing_D001,14,D
541,634,G6,Suturing_D001,14,D
635,852,G9,Suturing_D001,14,D
853,1051,G4,Suturing_D001,14,D
1052,1148,G2,Suturing_D001,14,D
1149,1560,G3,Suturing_D001,14,D
1561,1615,G6,Suturing_D001,14,D
1616,1699,G9,Suturing_D001,14,D
1700,1771,G4,Suturing_D001,14,D
1772,1881,G2,Suturing_D001,14,D
1882,2065,G3,Suturing_D001,14,D
2066,2113,G6,Suturing_D001,14,D
2114,2163,G9,Suturing_D001,14,D
2164,2242,G4,Suturing_D001,14,D
2243,2312,G2,Suturing_D001,14,D
2313,2582,G3,Suturing_D001,14,D
2583,2690,G6,Suturing_D001,14,D
2691,2769,G11,Suturing_D001,14,D
30,76,G1,Suturing_D002,18,D
77,128,G5,Suturing_D002,18,D
129,181,G2,Suturing_D002,18,D
182,341,G3,Suturing_D002,18,D
342,426,G6,Suturing_D002,18,D
427,521,G9,Suturing_D002,18,D
522,629,G4,Suturing_D002,18,D
630,720,G2,Suturing_D002,18,D
721,896,G3,Suturing_D002,18,D
897,939,G6,Suturing_D002,18,D
940,1000,G9,Suturing_D002,18,D
1001,1084,G4,Suturing_D002,18,D
1085,1171,G2,Suturing_D002,18,D
1172,1316,G3,Suturing_D002,18,D
1317,1381,G6,Suturing_D002,18,D
1382,1488,G9,Suturing_D002,18,D
1489,1562,G4,Suturing_D002,18,D
1563,1612,G2,Suturing_D002,18,D
1613,1841,G3,Suturing_D002,18,D
1842,1892,G6,Suturing_D002,18,D
1893,1911,G9,Suturing_D002,18,D
1912,2031,G11,Suturing_D002,18,D
13,90,G1,Suturing_D003,14,D
91,150,G5,Suturing_D003,14,D
151,216,G8,Suturing_D003,14,D
217,253,G2,Suturing_D003,14,D
254,416,G3,Suturing_D003,14,D
417,483,G6,Suturing_D003,14,D
484,588,G9,Suturing_D003,14,D
589,741,G4,Suturing_D003,14,D
742,796,G2,Suturing_D003,14,D
797,965,G3,Suturing_D003,14,D
966,1011,G6,Suturing_D003,14,D
1012,1239,G9,Suturing_D003,14,D
1240,1264,G2,Suturing_D003,14,D
1265,1338,G4,Suturing_D003,14,D
1339,1419,G2,Suturing_D003,14,D
1420,1585,G3,Suturing_D003,14,D
1586,1634,G6,Suturing_D003,14,D
1635,1688,G9,Suturing_D003,14,D
1689,1758,G4,Suturing_D003,14,D
1759,1804,G2,Suturing_D003,14,D
1805,2134,G3,Suturing_D003,14,D
2135,2183,G6,Suturing_D003,14,D
2184,2225,G9,Suturing_D003,14,D
2226,2316,G11,Suturing_D003,14,D
40,97,G1,Suturing_D004,8,D
98,189,G4,Suturing_D004,8,D
190,274,G8,Suturing_D004,8,D
275,325,G2,Suturing_D004,8,D
326,476,G3,Suturing_D004,8,D
477,540,G6,Suturing_D004,8,D
541,654,G9,Suturing_D004,8,D
655,735,G4,Suturing_D004,8,D
736,779,G2,Suturing_D004,8,D
780,909,G3,Suturing_D004,8,D
910,1019,G6,Suturing_D004,8,D
1020,1152,G9,Suturing_D004,8,D
1153,1352,G6,Suturing_D004,8,D
1353,1407,G2,Suturing_D004,8,D
1408,1591,G3,Suturing_D004,8,D
1592,1728,G6,Suturing_D004,8,D
1729,2038,G9,Suturing_D004,8,D
2039,2153,G4,Suturing_D004,8,D
2154,2253,G2,Suturing_D004,8,D
2254,2450,G3,Suturing_D004,8,D
2451,2508,G6,Suturing_D004,8,D
2509,2554,G9,Suturing_D004,8,D
2555,2681,G11,Suturing_D004,8,D
20,56,G1,Suturing_D005,15,D
57,133,G5,Suturing_D005,15,D
134,220,G8,Suturing_D005,15,D
221,293,G2,Suturing_D005,15,D
294,401,G3,Suturing_D005,15,D
402,465,G6,Suturing_D005,15,D
466,527,G9,Suturing_D005,15,D
528,620,G4,Suturing_D005,15,D
621,688,G2,Suturing_D005,15,D
689,819,G3,Suturing_D005,15,D
820,874,G6,Suturing_D005,15,D
875,929,G9,Suturing_D005,15,D
930,1010,G4,Suturing_D005,15,D
1011,1114,G2,Suturing_D005,15,D
1115,1248,G3,Suturing_D005,15,D
1249,1335,G6,Suturing_D005,15,D
1336,1372,G9,Suturing_D005,15,D
1373,1432,G4,Suturing_D005,15,D
1433,1495,G2,Suturing_D005,15,D
1496,1624,G3,Suturing_D005,15,D
1625,1677,G6,Suturing_D005,15,D
1678,1713,G9,Suturing_D005,15,D
1714,1778,G11,Suturing_D005,15,D
34,84,G1,Suturing_F001,24,F
85,163,G5,Suturing_F001,24,F
164,214,G8,Suturing_F001,24,F
215,293,G2,Suturing_F001,24,F
294,531,G3,Suturing_F001,24,F
532,752,G6,Suturing_F001,24,F
753,853,G4,Suturing_F001,24,F
854,933,G2,Suturing_F001,24,F
934,1144,G3,Suturing_F001,24,F
1145,1253,G6,Suturing_F001,24,F
1254,1368,G4,Suturing_F001,24,F
1369,1474,G2,Suturing_F001,24,F
1475,1700,G3,Suturing_F001,24,F
1701,1800,G6,Suturing_F001,24,F
1801,1994,G4,Suturing_F001,24,F
1995,2198,G2,Suturing_F001,24,F
2199,2497,G3,Suturing_F001,24,F
2498,2837,G11,Suturing_F001,24,F
0,87,G8,Suturing_F002,26,F
88,146,G2,Suturing_F002,26,F
147,426,G3,Suturing_F002,26,F
427,607,G6,Suturing_F002,26,F
608,685,G4,Suturing_F002,26,F
686,766,G2,Suturing_F002,26,F
767,1039,G3,Suturing_F002,26,F
1040,1127,G6,Suturing_F002,26,F
1128,1249,G4,Suturing_F002,26,F
1250,1335,G2,Suturing_F002,26,F
1336,1521,G3,Suturing_F002,26,F
1522,1597,G6,Suturing_F002,26,F
1598,1680,G4,Suturing_F002,26,F
1681,1775,G2,Suturing_F002,26,F
1776,2046,G3,Suturing_F002,26,F
2047,2102,G6,Suturing_F002,26,F
2103,2374,G11,Suturing_F002,26,F
0,87,G5,Suturing_F003,29,F
88,168,G8,Suturing_F003,29,F
169,220,G2,Suturing_F003,29,F
221,401,G3,Suturing_F003,29,F
402,488,G6,Suturing_F003,29,F
489,588,G4,Suturing_F003,29,F
589,644,G2,Suturing_F003,29,F
645,876,G3,Suturing_F003,29,F
877,951,G6,Suturing_F003,29,F
952,1113,G4,Suturing_F003,29,F
1114,1204,G2,Suturing_F003,29,F
1205,1396,G3,Suturing_F003,29,F
1397,1483,G6,Suturing_F003,29,F
1484,1564,G4,Suturing_F003,29,F
1565,1678,G2,Suturing_F003,29,F
1679,1839,G3,Suturing_F003,29,F
1840,1911,G6,Suturing_F003,29,F
1912,2234,G11,Suturing_F003,29,F
0,52,G5,Suturing_F004,24,F
